Opportunity_ID,Opportunity_Fiscal_Period_ID,Opportunity_Open_Date_DT,Opportunity_Last_Updated_Date_DT,Opportunity_Close_Date_DT,Opportunity_Business_ID,Opportunity_Business_Name,Opportunity_Business_Line_ID,Opportunity_Business_Line_Group_ID,Opportunity_Offering_Amount,Opportunity_Estimated_Revenue,Opportunity_Estimated_Net_Sales_Revenue,Opportunity_Lead_Pursuit_Partner,Opportunity_Lead,Opportunity_Team,Opportunity_Probability_Win,Opportunity_Top_Priority,Opportunity_Stage_ID,Opportunity_Stage_Description,Year,Acitve / Inacitve 
OPP20180015,FP2018,2018-06-22 19:47,2018-07-12 21:51,,NeAs0335,NetSolutions,Asset Management,Investment,209634.83,160830.9,23494.93,EMP083,"[""'EMP083'"", ""'EMP092'"", ""'EMP031'"", ""'EMP023'""]","['EMP031', 'EMP069', 'EMP016', 'EMP092', 'EMP095', 'EMP012', 'EMP083', 'EMP058', 'EMP023']",0.9427,0,2,Proposal,2018,Active
OPP20180016,FP2018,2018-08-21 05:49,2018-09-29 01:16,,BiBi0383,BioSolutions,Biotechnology,Healthcare,186934.33,134505.84,19858.05,EMP085,"[""'EMP085'"", ""'EMP061'"", ""'EMP083'""]","['EMP035', 'EMP085', 'EMP061', 'EMP021', 'EMP083', 'EMP093', 'EMP057']",0.5837,0,2,Proposal,2018,Active
OPP20180017,FP2018,2018-01-13 01:34,2018-01-15 02:14,,InAs0297,InnovativeDynamics,Asset Management,Investment,188127.73,136050.15,18147.82,EMP085,"[""'EMP085'"", ""'EMP001'"", ""'EMP117'"", ""'EMP059'"", ""'EMP119'""]","['EMP117', 'EMP083', 'EMP001', 'EMP085', 'EMP119', 'EMP059', 'EMP091', 'EMP010', 'EMP061', 'EMP093']",0.6463,0,2,Proposal,2018,Active
OPP20180018,FP2018,2018-10-13 07:45,2018-11-01 14:48,,GlMo0375,GlobalSolutions,Mortgages,Banking,187601.11,162611.95,30550.83,EMP085,"[""'EMP085'"", ""'EMP083'"", ""'EMP092'""]","['EMP086', 'EMP092', 'EMP069', 'EMP051', 'EMP033', 'EMP083', 'EMP085']",0.6235,0,1,Qualifying,2018,Active
OPP20180019,FP2018,2018-01-31 19:41,2018-04-24 15:49,,InAn0316,InnovativeAnalytics,Analytics,Technology,211253.43,180541.83,28032.34,EMP085,"[""'EMP085'"", ""'EMP072'"", ""'EMP114'"", ""'EMP001'"", ""'EMP017'""]","['EMP085', 'EMP116', 'EMP086', 'EMP094', 'EMP017', 'EMP001', 'EMP073', 'EMP080', 'EMP072', 'EMP114']",0.5297,0,1,Qualifying,2018,Active
OPP20180020,FP2018,2018-01-19 00:56,2018-11-28 02:29,2018-12-13 05:26,InCr0376,InfoTechnology,Credit,Finance,190074.62,141181.17,15776.14,EMP098,"[""'EMP098'"", ""'EMP116'"", ""'EMP069'""]","['EMP019', 'EMP090', 'EMP037', 'EMP078', 'EMP069', 'EMP098', 'EMP116']",0.6197,0,4,Closed-Won,2018,Inactive
OPP20180021,FP2018,2018-06-18 07:28,2018-10-06 09:16,2018-10-16 11:57,WeVe0348,WebVentures,Venture Capital,Investment,220176.04,163815.54,16273.94,EMP023,"[""'EMP023'"", ""'EMP002'"", ""'EMP117'"", ""'EMP085'""]","['EMP023', 'EMP100', 'EMP089', 'EMP083', 'EMP117', 'EMP052', 'EMP095', 'EMP002', 'EMP085']",0.4788,0,4,Closed-Won,2018,Inactive
OPP20180022,FP2018,2018-01-07 10:46,2018-06-29 06:59,,InAn0363,InfoAnalytics,Analytics,Technology,209838.97,155165.82,30998.87,EMP023,"[""'EMP023'"", ""'EMP104'"", ""'EMP114'"", ""'EMP002'"", ""'EMP092'""]","['EMP023', 'EMP104', 'EMP047', 'EMP007', 'EMP075', 'EMP114', 'EMP092', 'EMP083', 'EMP002']",0.3917,0,1,Qualifying,2018,Active
OPP20180023,FP2018,2018-03-01 19:00,2018-09-16 02:01,,WeDe0330,WebTechnology,Deposits,Banking,207775.15,148303.75,26115.72,EMP083,"[""'EMP083'"", ""'EMP116'"", ""'EMP002'"", ""'EMP001'"", ""'EMP042'""]","['EMP042', 'EMP083', 'EMP081', 'EMP060', 'EMP018', 'EMP094', 'EMP023', 'EMP116', 'EMP002', 'EMP001']",0.364,0,2,Proposal,2018,Active
OPP20180024,FP2018,2018-01-04 02:26,2018-12-26 20:08,,GeVe0344,GeoVentures,Venture Capital,Investment,198654.53,158131.42,18228.01,EMP069,"[""'EMP069'"", ""'EMP036'"", ""'EMP072'""]","['EMP047', 'EMP069', 'EMP036', 'EMP032', 'EMP072', 'EMP090', 'EMP058']",0.3635,0,2,Proposal,2018,Active
OPP20180025,FP2018,2018-10-24 19:58,2018-11-12 06:51,,BiBi0378,BioDynamics,Biotechnology,Healthcare,222315.95,156162.33,29898.74,EMP069,"[""'EMP069'"", ""'EMP017'"", ""'EMP050'"", ""'EMP104'"", ""'EMP002'""]","['EMP104', 'EMP069', 'EMP077', 'EMP017', 'EMP008', 'EMP034', 'EMP083', 'EMP002', 'EMP050', 'EMP053']",0.4609,0,3,Negotiation,2018,Active
OPP20180026,FP2018,2018-07-05 13:16,2018-11-14 13:18,2018-12-21 19:34,TeLo0340,TechSolutions,Loans,Finance,211078.98,154609.35,15617.88,EMP098,"[""'EMP098'"", ""'EMP048'"", ""'EMP023'""]","['EMP023', 'EMP096', 'EMP048', 'EMP077', 'EMP008', 'EMP045', 'EMP098']",0.7387,0,4,Closed-Won,2018,Inactive
OPP20180027,FP2018,2018-07-02 22:09,2018-12-11 02:47,,TeIn0319,TechSystems,Insurance,Risk Management,204821.34,145133.3,17728.96,EMP083,"[""'EMP083'"", ""'EMP072'"", ""'EMP104'"", ""'EMP098'""]","['EMP072', 'EMP104', 'EMP098', 'EMP045', 'EMP084', 'EMP067', 'EMP083', 'EMP029']",0.667,0,1,Qualifying,2018,Active
OPP20180028,FP2018,2018-03-01 12:23,2018-08-13 00:23,,GeTr0373,GeoServices,Treasury,Finance,215743.88,172265.51,32267.25,EMP069,"[""'EMP069'"", ""'EMP104'"", ""'EMP027'"", ""'EMP042'"", ""'EMP050'""]","['EMP042', 'EMP104', 'EMP085', 'EMP039', 'EMP027', 'EMP050', 'EMP007', 'EMP078', 'EMP069', 'EMP018']",0.4765,0,3,Negotiation,2018,Active
OPP20180029,FP2018,2018-01-05 14:07,2018-11-17 15:30,,GeCr0372,GeoSolutions,Credit,Finance,207217.47,183275.5,28784.82,EMP083,"[""'EMP083'"", ""'EMP023'"", ""'EMP042'""]","['EMP023', 'EMP054', 'EMP089', 'EMP042', 'EMP065', 'EMP099', 'EMP083']",0.5828,0,1,Qualifying,2018,Active
OPP20180030,FP2018,2018-10-15 11:35,2018-12-09 06:21,,GeLo0352,GeoHoldings,Loans,Finance,194653.09,148805.8,23963.2,EMP069,"[""'EMP069'"", ""'EMP108'"", ""'EMP085'""]","['EMP017', 'EMP085', 'EMP108', 'EMP084', 'EMP034', 'EMP087', 'EMP069', 'EMP019']",0.6713,0,3,Negotiation,2018,Active
OPP20180031,FP2018,2018-06-29 12:28,2018-10-10 05:07,,GeVe0308,GeoVentures,Venture Capital,Investment,192272.52,159867.64,9763.75,EMP098,"[""'EMP098'"", ""'EMP108'"", ""'EMP059'"", ""'EMP031'"", ""'EMP126'""]","['EMP077', 'EMP108', 'EMP073', 'EMP023', 'EMP098', 'EMP059', 'EMP126', 'EMP072', 'EMP031']",0.4723,0,3,Negotiation,2018,Active
OPP20180032,FP2018,2018-04-14 16:52,2018-08-21 13:20,,InEq0307,InfoConcepts,Equity,Finance,212955.54,162466.9,29458.12,EMP036,"[""'EMP036'"", ""'EMP067'"", ""'EMP104'"", ""'EMP019'"", ""'EMP083'""]","['EMP098', 'EMP019', 'EMP040', 'EMP078', 'EMP081', 'EMP104', 'EMP036', 'EMP067', 'EMP083']",0.7839,0,3,Negotiation,2018,Active
OPP20180033,FP2018,2018-10-29 16:53,2018-11-09 22:02,2018-12-03 11:34,InAs0294,InnovativeDynamics,Asset Management,Investment,215684.21,156160.55,30746.54,EMP023,"[""'EMP023'"", ""'EMP117'"", ""'EMP025'"", ""'EMP118'"", ""'EMP104'""]","['EMP025', 'EMP118', 'EMP085', 'EMP089', 'EMP023', 'EMP104', 'EMP035', 'EMP002', 'EMP117', 'EMP078']",0.5819,1,4,Closed-Won,2018,Inactive
OPP20180034,FP2018,2018-10-02 15:49,2018-10-15 08:34,,BiBi0331,BioSolutions,Biotechnology,Healthcare,198571.38,167026.73,9848.51,EMP083,"[""'EMP083'"", ""'EMP048'"", ""'EMP072'"", ""'EMP127'"", ""'EMP108'""]","['EMP127', 'EMP062', 'EMP081', 'EMP083', 'EMP072', 'EMP048', 'EMP099', 'EMP016', 'EMP108', 'EMP042']",0.665,0,2,Proposal,2018,Active
OPP20180035,FP2018,2018-02-05 19:56,2018-12-27 19:11,,GlMo0317,GlobalSolutions,Mortgages,Banking,214297.5,159303.2,11273.17,EMP085,"[""'EMP085'"", ""'EMP110'"", ""'EMP067'"", ""'EMP117'"", ""'EMP017'""]","['EMP080', 'EMP093', 'EMP017', 'EMP018', 'EMP085', 'EMP036', 'EMP091', 'EMP110', 'EMP067', 'EMP117']",0.9061,0,1,Qualifying,2018,Active
OPP20180036,FP2018,2018-05-25 09:26,2018-09-20 16:33,,WeIn0298,WebDynamics,Insurance,Risk Management,110979.01,97658.57,15746.51,EMP098,"[""'EMP098'"", ""'EMP042'"", ""'EMP019'"", ""'EMP031'"", ""'EMP017'""]","['EMP019', 'EMP101', 'EMP057', 'EMP098', 'EMP010', 'EMP017', 'EMP031', 'EMP040', 'EMP042', 'EMP097']",0.7615,0,2,Proposal,2018,Active
OPP20180037,FP2018,2018-02-27 17:09,2018-07-12 10:12,,SmVe0391,SmartVentures,Venture Capital,Investment,186837.39,157271.14,29780.85,EMP069,"[""'EMP069'"", ""'EMP110'"", ""'EMP083'""]","['EMP110', 'EMP078', 'EMP045', 'EMP007', 'EMP083', 'EMP002', 'EMP069', 'EMP052']",0.9107,0,1,Qualifying,2018,Active
OPP20180038,FP2018,2018-04-05 16:47,2018-12-05 21:57,2019-01-09 07:24,InAn0321,InfoAnalytics,Analytics,Technology,205871.02,148216.14,26587.59,EMP083,"[""'EMP083'"", ""'EMP104'"", ""'EMP072'"", ""'EMP023'""]","['EMP061', 'EMP090', 'EMP104', 'EMP023', 'EMP065', 'EMP083', 'EMP001', 'EMP072']",0.7039,1,4,Closed-Won,2018,Inactive
OPP20180039,FP2018,2018-11-03 02:51,2018-12-15 00:16,,InIn0303,InfoDynamics,Insurance,Risk Management,121421.6,98752.33,11283.12,EMP036,"[""'EMP036'"", ""'EMP067'"", ""'EMP110'"", ""'EMP023'""]","['EMP032', 'EMP067', 'EMP054', 'EMP080', 'EMP058', 'EMP042', 'EMP110', 'EMP036', 'EMP023']",0.672,0,1,Qualifying,2018,Active
OPP20180040,FP2018,2018-06-28 02:33,2018-08-03 01:12,,InCo0327,InnovativeConcepts,Compliance,Legal,201683.53,174007.71,30816.1,EMP036,"[""'EMP036'"", ""'EMP098'"", ""'EMP119'""]","['EMP083', 'EMP119', 'EMP094', 'EMP095', 'EMP038', 'EMP036', 'EMP098']",0.8292,0,1,Qualifying,2018,Active
OPP20180041,FP2018,2018-01-20 14:23,2018-12-28 04:41,,GeEq0337,GeoConcepts,Equity,Finance,193683.2,167156.32,9422.3,EMP023,"[""'EMP023'"", ""'EMP092'"", ""'EMP036'""]","['EMP092', 'EMP088', 'EMP023', 'EMP016', 'EMP091', 'EMP053', 'EMP036']",0.3962,0,3,Negotiation,2018,Active
OPP20180042,FP2018,2018-02-03 03:18,2018-09-15 22:08,,InCr0355,InnovativeSolutions,Credit,Finance,190410.1,161080.38,26632.69,EMP098,"[""'EMP098'"", ""'EMP036'"", ""'EMP072'""]","['EMP072', 'EMP005', 'EMP093', 'EMP091', 'EMP098', 'EMP036', 'EMP065', 'EMP076']",0.9358,1,3,Negotiation,2018,Active
OPP20180043,FP2018,2018-04-28 17:31,2018-10-19 17:23,,GeLo0342,GeoHoldings,Loans,Finance,214668.12,157986.95,13324.01,EMP083,"[""'EMP083'"", ""'EMP009'"", ""'EMP098'""]","['EMP009', 'EMP017', 'EMP098', 'EMP039', 'EMP036', 'EMP100', 'EMP084', 'EMP083']",0.8884,0,2,Proposal,2018,Active
OPP20180044,FP2018,2018-06-24 14:28,2018-09-15 07:15,,CrCo0309,CreativeSolutions,Compliance,Legal,221177.69,177708.58,21972.77,EMP083,"[""'EMP083'"", ""'EMP061'"", ""'EMP072'"", ""'EMP050'"", ""'EMP048'""]","['EMP017', 'EMP072', 'EMP083', 'EMP061', 'EMP050', 'EMP098', 'EMP048', 'EMP091', 'EMP060', 'EMP038']",0.436,0,1,Qualifying,2018,Active
OPP20180045,FP2018,2018-10-13 13:26,2018-11-23 18:30,2018-12-14 06:12,WeIn0338,WebDynamics,Insurance,Risk Management,214805.23,159714.69,20311.24,EMP069,"[""'EMP069'"", ""'EMP104'"", ""'EMP085'""]","['EMP085', 'EMP010', 'EMP104', 'EMP020', 'EMP084', 'EMP069']",0.2506,0,4,Closed-Won,2018,Inactive
OPP20180046,FP2018,2018-05-25 04:58,2018-12-09 18:03,,DaAn0320,DataAnalytics,Analytics,Technology,191523.24,146824.48,13909.69,EMP085,"[""'EMP085'"", ""'EMP061'"", ""'EMP050'"", ""'EMP001'"", ""'EMP114'""]","['EMP112', 'EMP001', 'EMP025', 'EMP023', 'EMP050', 'EMP085', 'EMP061', 'EMP075', 'EMP090', 'EMP114']",0.3207,0,1,Qualifying,2018,Active
OPP20180047,FP2018,2018-06-11 17:15,2018-08-14 06:05,,CrTr0356,CreativeHoldings,Treasury,Finance,203367.94,145171.46,25910.95,EMP036,"[""'EMP036'"", ""'EMP048'"", ""'EMP092'"", ""'EMP085'""]","['EMP001', 'EMP092', 'EMP036', 'EMP048', 'EMP058', 'EMP060', 'EMP023', 'EMP085']",0.95,0,2,Proposal,2018,Active
OPP20180048,FP2018,2018-11-12 16:12,2018-11-26 02:52,,InAs0328,InnovativeTechnology,Asset Management,Investment,189714.24,138126.54,15493.44,EMP085,"[""'EMP085'"", ""'EMP009'"", ""'EMP031'"", ""'EMP104'"", ""'EMP025'""]","['EMP027', 'EMP104', 'EMP058', 'EMP098', 'EMP031', 'EMP005', 'EMP009', 'EMP025', 'EMP083', 'EMP085']",0.3441,0,1,Qualifying,2018,Active
OPP20180049,FP2018,2018-01-07 15:05,2018-05-15 17:24,,TeWe0347,TechServices,Wealth Management,Investment,213527.02,187453.15,18303.82,EMP036,"[""'EMP036'"", ""'EMP110'"", ""'EMP108'"", ""'EMP083'""]","['EMP029', 'EMP065', 'EMP108', 'EMP110', 'EMP024', 'EMP027', 'EMP036', 'EMP083']",0.72,0,2,Proposal,2018,Active
OPP20180050,FP2018,2018-10-16 10:26,2018-10-30 04:44,,DaWe0377,DataConcepts,Wealth Management,Investment,219927.85,187872.29,17996.3,EMP069,"[""'EMP069'"", ""'EMP108'"", ""'EMP017'"", ""'EMP001'"", ""'EMP098'""]","['EMP097', 'EMP069', 'EMP075', 'EMP048', 'EMP098', 'EMP001', 'EMP081', 'EMP017', 'EMP108', 'EMP084']",0.7517,0,3,Negotiation,2018,Active
OPP20180051,FP2018,2018-12-04 07:15,2018-12-08 17:09,,InEq0306,InfoConcepts,Equity,Finance,190783.7,162447.14,32064.8,EMP023,"[""'EMP023'"", ""'EMP098'"", ""'EMP059'""]","['EMP059', 'EMP076', 'EMP023', 'EMP098', 'EMP072', 'EMP018', 'EMP087']",0.614,0,3,Negotiation,2018,Active
OPP20180052,FP2018,2018-05-28 16:37,2018-06-27 01:18,,GeEq0305,GeoConcepts,Equity,Finance,199192.94,153073.49,10066.76,EMP083,"[""'EMP083'"", ""'EMP092'"", ""'EMP117'"", ""'EMP031'"", ""'EMP025'""]","['EMP083', 'EMP075', 'EMP098', 'EMP058', 'EMP092', 'EMP031', 'EMP117', 'EMP025', 'EMP053']",0.2689,0,3,Negotiation,2018,Active
OPP20180053,FP2018,2018-04-01 08:08,2018-07-03 23:53,,InCo0333,InnovativeConcepts,Compliance,Legal,197939.28,150862.99,28356.31,EMP036,"[""'EMP036'"", ""'EMP031'"", ""'EMP092'"", ""'EMP023'""]","['EMP075', 'EMP094', 'EMP083', 'EMP097', 'EMP036', 'EMP092', 'EMP031', 'EMP023']",0.265,1,2,Proposal,2018,Active
OPP20180054,FP2018,2018-04-13 07:40,2018-11-16 23:08,,SeEq0324,SecureSystems,Equity,Finance,187125.32,142147.4,25206.28,EMP036,"[""'EMP036'"", ""'EMP025'"", ""'EMP069'""]","['EMP025', 'EMP036', 'EMP069', 'EMP005', 'EMP090', 'EMP100', 'EMP009']",0.7295,0,2,Proposal,2018,Active
OPP20180055,FP2018,2018-01-12 22:31,2018-03-14 19:55,,NeAn0343,NetAnalytics,Analytics,Technology,218992.99,168427.76,17465.55,EMP083,"[""'EMP083'"", ""'EMP108'"", ""'EMP114'"", ""'EMP059'"", ""'EMP009'""]","['EMP087', 'EMP083', 'EMP114', 'EMP009', 'EMP061', 'EMP023', 'EMP082', 'EMP108', 'EMP059']",0.5786,0,3,Negotiation,2018,Active
OPP20180056,FP2018,2018-05-02 22:49,2018-06-27 22:18,,CrTr0304,CreativeSystems,Treasury,Finance,191096.96,147829.45,27861.99,EMP023,"[""'EMP023'"", ""'EMP031'"", ""'EMP048'"", ""'EMP001'"", ""'EMP002'""]","['EMP036', 'EMP048', 'EMP023', 'EMP001', 'EMP088', 'EMP021', 'EMP031', 'EMP018', 'EMP002']",0.2676,1,2,Proposal,2018,Active
OPP20180057,FP2018,2018-03-23 13:50,2018-10-23 23:13,,BiBi0362,BioVentures,Biotechnology,Healthcare,182587.24,164321.53,9060.7,EMP036,"[""'EMP036'"", ""'EMP116'"", ""'EMP069'""]","['EMP116', 'EMP085', 'EMP008', 'EMP045', 'EMP069', 'EMP013', 'EMP036']",0.8933,0,3,Negotiation,2018,Active
OPP20180058,FP2018,2018-09-21 15:30,2018-10-08 20:03,,CrLo0346,CreativeServices,Loans,Finance,206862.73,180119.77,28523.54,EMP085,"[""'EMP085'"", ""'EMP114'"", ""'EMP050'"", ""'EMP117'"", ""'EMP098'""]","['EMP114', 'EMP050', 'EMP062', 'EMP117', 'EMP017', 'EMP098', 'EMP085', 'EMP077']",0.3887,0,1,Qualifying,2018,Active
OPP20180059,FP2018,2018-03-25 00:20,2018-12-10 02:07,,GeVe0329,GeoVentures,Venture Capital,Investment,185952.23,138622.27,9582.24,EMP069,"[""'EMP069'"", ""'EMP110'"", ""'EMP002'"", ""'EMP025'"", ""'EMP118'""]","['EMP033', 'EMP098', 'EMP002', 'EMP025', 'EMP096', 'EMP032', 'EMP110', 'EMP118', 'EMP069']",0.6789,0,1,Qualifying,2018,Active
OPP20180060,FP2018,2018-05-14 18:16,2018-12-25 22:49,,CrTr0359,CreativeHoldings,Treasury,Finance,207038.18,152235.15,28136.68,EMP023,"[""'EMP023'"", ""'EMP036'"", ""'EMP099'""]","['EMP099', 'EMP036', 'EMP053', 'EMP020', 'EMP072', 'EMP073', 'EMP023', 'EMP025']",0.6655,0,2,Proposal,2018,Active
OPP20180061,FP2018,2018-02-14 13:26,2018-06-14 01:14,,TeTr0364,TechTechnology,Treasury,Finance,181818.26,146724.0,10232.0,EMP085,"[""'EMP085'"", ""'EMP098'"", ""'EMP104'""]","['EMP085', 'EMP096', 'EMP098', 'EMP057', 'EMP037', 'EMP104', 'EMP027']",0.7107,0,2,Proposal,2018,Active
OPP20180062,FP2018,2018-08-08 17:37,2018-12-04 17:25,,SeAs0315,SecureServices,Asset Management,Investment,209867.13,148525.37,18530.8,EMP036,"[""'EMP036'"", ""'EMP067'"", ""'EMP072'"", ""'EMP069'""]","['EMP052', 'EMP069', 'EMP024', 'EMP009', 'EMP072', 'EMP089', 'EMP053', 'EMP067', 'EMP036']",0.3582,0,3,Negotiation,2018,Active
OPP20180063,FP2018,2018-04-07 14:40,2018-09-05 08:05,,SmVe0365,SmartVentures,Venture Capital,Investment,211005.53,159952.66,25760.71,EMP023,"[""'EMP023'"", ""'EMP050'"", ""'EMP001'"", ""'EMP069'""]","['EMP069', 'EMP003', 'EMP027', 'EMP001', 'EMP087', 'EMP088', 'EMP050', 'EMP023']",0.485,0,2,Proposal,2018,Active
OPP20180064,FP2018,2018-03-30 03:15,2018-10-29 10:17,,SeAs0384,SecureServices,Asset Management,Investment,153360.78,123146.32,21439.4,EMP083,"[""'EMP083'"", ""'EMP031'"", ""'EMP116'"", ""'EMP061'"", ""'EMP108'""]","['EMP017', 'EMP085', 'EMP006', 'EMP080', 'EMP116', 'EMP031', 'EMP061', 'EMP083', 'EMP008', 'EMP108']",0.7394,0,2,Proposal,2018,Active
OPP20180065,FP2018,2018-12-11 08:45,2018-12-29 17:24,2018-12-30 05:17,TeAn0301,TechAnalytics,Analytics,Technology,210790.28,151619.38,11000.36,EMP098,"[""'EMP098'"", ""'EMP069'"", ""'EMP002'""]","['EMP098', 'EMP038', 'EMP050', 'EMP047', 'EMP002', 'EMP069', 'EMP068']",0.3682,0,4,Closed-Won,2018,Inactive
OPP20180066,FP2018,2018-09-18 05:03,2018-12-23 01:23,2018-12-23 15:01,CrTr0353,CreativeHoldings,Treasury,Finance,182342.7,139182.21,20076.63,EMP023,"[""'EMP023'"", ""'EMP017'"", ""'EMP025'"", ""'EMP092'"", ""'EMP069'""]","['EMP069', 'EMP020', 'EMP085', 'EMP077', 'EMP017', 'EMP092', 'EMP025', 'EMP023']",0.5605,0,4,Closed-Won,2018,Inactive
OPP20180067,FP2018,2018-10-28 15:56,2018-11-07 06:20,,SeEq0322,SecureSystems,Equity,Finance,196807.81,156485.4,21585.85,EMP098,"[""'EMP098'"", ""'EMP119'"", ""'EMP116'"", ""'EMP085'""]","['EMP050', 'EMP099', 'EMP119', 'EMP085', 'EMP031', 'EMP087', 'EMP036', 'EMP116', 'EMP098']",0.3177,0,2,Proposal,2018,Active
OPP20180068,FP2018,2018-11-07 06:06,2018-12-17 21:19,,GlMo0369,GlobalSolutions,Mortgages,Banking,207484.88,178655.43,11579.37,EMP036,"[""'EMP036'"", ""'EMP061'"", ""'EMP017'"", ""'EMP059'"", ""'EMP069'""]","['EMP076', 'EMP069', 'EMP061', 'EMP095', 'EMP036', 'EMP072', 'EMP059', 'EMP084', 'EMP007', 'EMP017']",0.8525,0,2,Proposal,2018,Active
OPP20180069,FP2018,2018-12-14 00:59,2018-12-18 04:04,,SeLo0300,SecureSolutions,Loans,Finance,210476.12,188607.05,35125.66,EMP069,"[""'EMP069'"", ""'EMP023'"", ""'EMP001'""]","['EMP069', 'EMP018', 'EMP050', 'EMP058', 'EMP023', 'EMP001', 'EMP078']",0.9024,0,2,Proposal,2018,Active
OPP20180070,FP2018,2018-05-09 08:55,2018-12-13 22:03,,GeAn0354,GeoAnalytics,Analytics,Technology,211707.12,168628.29,27902.65,EMP085,"[""'EMP085'"", ""'EMP017'"", ""'EMP036'""]","['EMP021', 'EMP085', 'EMP017', 'EMP036', 'EMP037', 'EMP031', 'EMP020']",0.4857,0,3,Negotiation,2018,Active
OPP20180071,FP2018,2018-04-18 04:19,2018-10-25 23:00,,NeAn0380,NetAnalytics,Analytics,Technology,218731.42,163154.72,13025.27,EMP083,"[""'EMP083'"", ""'EMP042'"", ""'EMP059'"", ""'EMP085'""]","['EMP083', 'EMP042', 'EMP086', 'EMP059', 'EMP013', 'EMP053', 'EMP097', 'EMP085']",0.8226,0,3,Negotiation,2018,Active
OPP20180072,FP2018,2018-10-21 21:00,2018-12-04 08:07,,BiBi0389,BioSystems,Biotechnology,Healthcare,204248.07,143384.74,19852.59,EMP023,"[""'EMP023'"", ""'EMP061'"", ""'EMP025'"", ""'EMP119'"", ""'EMP072'""]","['EMP001', 'EMP119', 'EMP072', 'EMP050', 'EMP061', 'EMP013', 'EMP051', 'EMP029', 'EMP023', 'EMP025']",0.8386,0,1,Qualifying,2018,Active
OPP20180073,FP2018,2018-12-15 12:15,2018-12-20 19:12,,WeAn0313,WebAnalytics,Analytics,Technology,196073.25,169676.37,28841.56,EMP069,"[""'EMP069'"", ""'EMP042'"", ""'EMP085'""]","['EMP032', 'EMP085', 'EMP075', 'EMP077', 'EMP091', 'EMP069', 'EMP042']",0.4382,0,3,Negotiation,2018,Active
OPP20180074,FP2018,2018-05-10 00:04,2018-12-24 00:18,2018-12-25 02:10,SmEq0351,SmartSolutions,Equity,Finance,196276.16,155410.28,13780.74,EMP069,"[""'EMP069'"", ""'EMP117'"", ""'EMP110'"", ""'EMP127'"", ""'EMP002'""]","['EMP063', 'EMP002', 'EMP036', 'EMP061', 'EMP117', 'EMP094', 'EMP110', 'EMP127', 'EMP069']",0.2647,0,4,Closed-Won,2018,Inactive
OPP20180075,FP2018,2018-11-17 01:09,2018-11-17 20:23,2018-11-18 14:55,BiBi0387,BioServices,Biotechnology,Healthcare,125828.31,105120.52,11296.25,EMP085,"[""'EMP085'"", ""'EMP042'"", ""'EMP072'"", ""'EMP110'"", ""'EMP002'""]","['EMP075', 'EMP072', 'EMP110', 'EMP085', 'EMP006', 'EMP063', 'EMP003', 'EMP042', 'EMP097', 'EMP002']",0.7025,0,4,Closed-Won,2018,Inactive
OPP20180076,FP2018,2018-08-02 13:36,2018-09-30 04:24,,TeIn0381,TechSystems,Insurance,Risk Management,184379.86,147756.97,21945.71,EMP023,"[""'EMP023'"", ""'EMP098'"", ""'EMP025'""]","['EMP076', 'EMP009', 'EMP036', 'EMP054', 'EMP023', 'EMP025', 'EMP098']",0.6377,0,1,Qualifying,2018,Active
OPP20180077,FP2018,2018-11-18 13:53,2018-11-25 16:23,,InVe0334,InnovativeVentures,Venture Capital,Investment,211661.5,178584.16,34665.86,EMP023,"[""'EMP023'"", ""'EMP112'"", ""'EMP059'"", ""'EMP116'"", ""'EMP098'""]","['EMP112', 'EMP020', 'EMP058', 'EMP116', 'EMP059', 'EMP096', 'EMP098', 'EMP023']",0.6251,0,3,Negotiation,2018,Active
OPP20180078,FP2018,2018-03-27 21:01,2018-07-14 09:43,,GlLo0310,GlobalDynamics,Loans,Finance,185393.28,147757.17,23291.54,EMP085,"[""'EMP085'"", ""'EMP108'"", ""'EMP110'"", ""'EMP036'""]","['EMP018', 'EMP108', 'EMP036', 'EMP100', 'EMP063', 'EMP082', 'EMP085', 'EMP110']",0.5243,0,1,Qualifying,2018,Active
OPP20180079,FP2018,2018-03-09 19:42,2018-04-27 04:12,,SmAn0385,SmartAnalytics,Analytics,Technology,187261.65,166228.87,25378.96,EMP069,"[""'EMP069'"", ""'EMP068'"", ""'EMP009'"", ""'EMP114'"", ""'EMP048'""]","['EMP092', 'EMP048', 'EMP114', 'EMP068', 'EMP009', 'EMP051', 'EMP054', 'EMP069', 'EMP077', 'EMP025']",0.6985,0,2,Proposal,2018,Active
OPP20180080,FP2018,2018-11-13 00:26,2018-11-15 01:05,,InIn0292,InnovativeServices,Insurance,Risk Management,205872.78,180180.96,30356.97,EMP023,"[""'EMP023'"", ""'EMP059'"", ""'EMP104'"", ""'EMP002'"", ""'EMP019'""]","['EMP002', 'EMP075', 'EMP023', 'EMP059', 'EMP104', 'EMP094', 'EMP019', 'EMP085', 'EMP034']",0.6886,0,3,Negotiation,2018,Active
OPP20180081,FP2018,2018-07-16 01:32,2018-10-20 01:29,2018-12-03 13:55,DaCo0295,DataDynamics,Compliance,Legal,184568.5,141544.61,20870.54,EMP083,"[""'EMP083'"", ""'EMP031'"", ""'EMP025'"", ""'EMP069'""]","['EMP083', 'EMP051', 'EMP008', 'EMP065', 'EMP031', 'EMP025', 'EMP069', 'EMP016']",0.3517,0,4,Closed-Won,2018,Inactive
